ID	name	seeds	seed_prop
9602	IP-Vpa-1	17712.0	0.0047109640560251504
9606	Aitba-1	16078.0	0.004276359535499795
9612	Lesno-2	16571.0	0.0044074856240059156
9619	Basta-1	16666.0	0.004432753328687622
9625	Kolyv-2	16527.0	0.004395782687100704
9629	K-oze-1	16765.0	0.004459084936724348
9632	Lebja-2	16765.0	0.004459084936724348
9634	Masl-1	16605.0	0.004416528802523579
9637	Noveg-2	16981.0	0.004516535717895387
9640	Rakit-1	16976.0	0.004515205838701612
9643	Sever-1	16510.0	0.004391261097841872
9649	Bivio-1	16671.0	0.004434083207881396
9653	Giffo-1	16654.0	0.004429561618622564
9657	Melic-1	16760.0	0.004457755057530574
9659	Pigna-1	16638.0	0.004425306005202487
9697	Dolen-1	16821.0	0.004473979583694617
9698	Goced-1	17042.0	0.00453276024405943
9699	Kolar-1	17158.0	0.0045636134413549875
9713	Stara-1	16882.0	0.004490204109858661
9716	Leska-1	16726.0	0.00444871187901291
9719	Koren-1	16605.0	0.004416528802523579
9723	Slavi-2	16798.0	0.004467862139403257
9726	Faneronemi-3	16627.0	0.004422380270976184
9736	Teiu-2	16738.0	0.004451903589077968
9737	Ulies-1	16549.0	0.00440163415555331
9739	Toc-1	16798.0	0.004467862139403257
9741	Orast-1	16610.0	0.004417858681717353
9743	Furni-1	16787.0	0.004464936405176954
9748	Zagub-1	16710.0	0.004444456265592834
9749	Knjas-1	16826.0	0.004475309462888391
9758	Altai-5	16677.0	0.004435679062913925
9759	Anz-0	16909.0	0.00449738545750504
9761	Bilk-1	16671.0	0.004434083207881396
9764	Qar-8a	13281.0	0.0035324251145025984
9766	Westkar-4	16771.0	0.004460680791756877
9769	HE-1	16494.0	0.0043870054844217955
9774	Alt-1	17236.0	0.004584359556777862
9775	Berg-1	16582.0	0.0044104113582322186
9779	Bai-10	17114.0	0.0045519105044497755
9781	Kus2-2	17070.0	0.004540207567544564
9782	Lu3-30	16627.0	0.004422380270976184
9784	Erg2-6	16865.0	0.004485682520599828
9803	Muh-2	16798.0	0.004467862139403257
9804	Obe1-15	17170.0	0.004566805151420045
9813	BI-4	18438.0	0.004904062514961141
9814	Fell1-10	17142.0	0.004559357827934911
9820	Are-0	17491.0	0.0046521833956603385
9837	Con-0	16858.0	0.0044838206897285455
9857	Leg-0	17109.0	0.004550580625256002
9879	Per-0	16771.0	0.004460680791756877
9910	BRI-2	17136.0	0.0045577619729023815
9920	DIR-9	16942.0	0.0045061626601839485
9921	FOR-23	17031.0	0.004529834509833127
9925	RUM-20	16787.0	0.004464936405176954
9933	VED-10	16804.0	0.004469457994435785
9940	Toufl-1	16787.0	0.004464936405176954
9941	Fei-0	16544.0	0.004400304276359536
9944	Don-0	16671.0	0.004434083207881396
9947	Ped-0	16732.0	0.00445030773404544
9965	Mammo-2	13592.0	0.003615143600355344
9966	Monte-1	8945.0	0.0023791538776617533
9977	Vezzano2-1	5561.0	0.0014790916393154845
9978	Vezzano2-2	3655.0	0.0009721416906488215
9985	Slavi-1	13774.0	0.0036635512030087185
9992	Dog-4	16654.0	0.004429561618622564
10002	TueWa1-2	12949.0	0.0034441211360360024
10006	Kastel-1	17031.0	0.004529834509833127
10011	Yeg-1	2708.0	0.0007202625713480188
10013	Lerik1-3	9438.0	0.0025102799661678734
10014	Xan-1	16760.0	0.004457755057530574
100001	Ziv-24208	5716.0	0.0015203178943224798
100002	Her-	3384.0	0.0009000622383462686
