founder	side	frac	h_filt2	h_hf	err
6243	PG	0.011747002327647608	0.0002469942296432331	0.003409	-0.003162005770356767
6940	PG	0.017940056094623007	0.0049205470740598094	0.003965	0.0009555470740598097
6961	PG	0.019075874771310945	0.003497611256999339	0.003467	3.061125699933918e-05
6987	PG	0.017365445647071508	0.0033525742780267692	0.004769	-0.0014164257219732306
7008	PG	0.012246562282669208	0.005324295486348575	0.00492	0.00040429548634857496
7013	PG	0.01590391309569358	0.0027029715750750555	0.002759	-5.602842492494469e-05
7028	PG	0.015299186152656862	0.0018834236676379351	0.00407	-0.002186576332362065
7031	PG	0.014136274570347135	0.0012678005060918003	0.003478	-0.0022101994939082
7036	PG	0.011943778954716442	0.00438152124616379	0.003131	0.00125052124616379
7062	PG	0.01550371474049919	0.004229330544730182	0.004127	0.00010233054473018227
7067	PG	0.037032699457601875	0.005687788872073344	0.002978	0.002709788872073344
7071	PG	0.013160628472287805	0.00323094469804193	0.0038	-0.0005690553019580698
7077	PG	0.014064107832738622	0.0006691400486825934	0.002742	-0.0020728599513174066
7103	PG	0.016889823022437873	0.0009012584937283257	0.002584	-0.001682741506271674
7106	PG	0.01157022788740252	0.006473376795881508	0.007076	-0.0006026232041184921
7125	PG	0.01158548191226131	0.001322583584641562	0.00249	-0.001167416415358438
7126	PG	0.01574502347942098	0.0035746523659142475	0.005329	-0.001754347634085753
7165	PG	0.01413955442148751	0.0017749813842021852	0.00337	-0.001595018615797815
7203	PG	0.013907138995040882	0.002907382937074863	0.003156	-0.0002486170629251369
7209	PG	0.034483151193940575	0.013564860358109537	0.005536	0.008028860358109537
7218	PG	0.015790661562906254	0.0012009214083623522	0.003827	-0.002626078591637648
7244	PG	0.012182613807771343	0.0020647955031150547	0.003757	-0.0016922044968849452
7268	PG	0.018542109435236463	0.0025307599968081764	0.003544	-0.0010132400031918234
7273	PG	0.026452777550581674	0.005015585761250252	0.004356	0.0006595857612502528
7276	PG	0.013499071837311012	0.0019151306652491784	0.004227	-0.0023118693347508215
7282	PG	0.012241536218071595	0.0035983745519733317	0.00638	-0.0027816254480266685
7287	PG	0.012246458980535295	0.002899874613497204	0.003596	-0.0006961253865027956
7296	PG	0.01570691674436331	0.0032153534247829885	0.004323	-0.001107646575217011
7333	PG	0.018890175991961033	0.00031544484711120324	0.004418	-0.004102555152888797
7353	PG	0.016182083262329623	0.0005261985457767228	0.002649	-0.002122801454223277
7384	PG	0.012714377019493663	0.003525644535819647	0.00277	0.0007556445358196471
7394	PG	0.01860996239017562	0.0017867018475045842	0.004522	-0.0027352981524954158
7404	PG	0.01205468782397199	0.0011888308607035064	0.003143	-0.0019541691392964936
7521	PG	0.015801997340169054	0.0034172513796561273	0.003849	-0.00043174862034387265
8240	PG	0.017321927694645727	0.0011531769175052973	0.003641	-0.002487823082494703
8311	PG	0.01765787630675224	0.0004641214933886251	0.003785	-0.003320878506611375
8312	PG	0.013120404887529741	0.002560336942997619	0.004372	-0.001811663057002381
8357	PG	0.016701088074099903	0.0038560768971480737	0.003112	0.0007440768971480735
8376	PG	0.01256899525753912	0.0026790773271478277	0.004588	-0.0019089226728521724
9057	PG	0.016276394719900767	0.0015812607918486677	0.003745	-0.0021637392081513326
9058	PG	0.014404710482642599	0.0009906082544360218	0.00305	-0.0020593917455639784
9323	PG	0.00941716054831076	0.0070134480335041355	0.008321	-0.0013075519664958648
9371	PG	0.011112621950231159	0.0008349065246449895	0.002363	-0.0015280934753550105
9394	PG	0.016958130547291467	0.0013768565311844192	0.002517	-0.001140143468815581
9427	PG	0.013844578739142306	0.006794650529814413	0.006004	0.0007906505298144132
9481	PG	0.014398754292937717	0.009163114508272658	0.007513	0.0016501145082726586
9507	PG	0.003324112759426686	4.703396164379016e-16	0.003373	-0.0033729999999995296
9510	PG	0.012013581916284233	1.3794878652285191e-06	0.0028	-0.0027986205121347716
9512	PG	0.014912889561378779	0.0038733522346726195	0.003886	-1.2647765327380642e-05
9517	PG	0.02126863278637459	0.00045579840797086547	0.002651	-0.002195201592029135
9521	PG	0.015561671955411626	0.004335518561579511	0.004242	9.351856157951109e-05
9522	PG	0.015520910860128304	0.006263137682109534	0.003679	0.002584137682109534
9523	PG	0.01427244122415661	0.007039173960344333	0.006018	0.001021173960344333
9524	PG	0.018855304889665917	0.0012254225294415634	0.002615	-0.0013895774705584367
9526	PG	0.015255199285332206	0.0020402290730317644	0.003399	-0.0013587709269682357
9527	PG	0.0178723156123486	0.001041867906394965	0.004869	-0.0038271320936050348
9528	PG	0.027169314270222608	0.0013158437187036967	0.002444	-0.0011281562812963033
9529	PG	0.017625169992348925	0.0020478275020802913	0.003472	-0.0014241724979197085
9534	PG	0.017125721602012624	0.005560689866723745	0.003272	0.0022886898667237444
9535	PG	0.018485422171270933	0.0019009404505714997	0.003727	-0.0018260595494285002
9539	PG	0.015648902661180047	0.006365125899259849	0.008529	-0.002163874100740151
9544	PG	0.015085010038873938	0.006757128469702741	0.003675	0.0030821284697027415
9547	PG	0.016304056413549164	0.001971450193417179	0.002894	-0.0009225498065828209
9548	PG	0.01566389654538566	0.006386448532391889	0.004022	0.0023644485323918883
9560	PG	0.014533831490442552	0.003040831002075888	0.002767	0.00027383100207588806
9562	PG	0.015600551421002525	0.0012092246158613123	0.00275	-0.0015407753841386875
9574	PG	0.028631077331845806	0.001013940332700689	0.002131	-0.0011170596672993112
9577	PG	0.02005318559357087	0.0005417976770709144	0.002224	-0.0016822023229290854
9579	PG	0.019993289695364763	0.0035512640590417907	0.003383	0.00016826405904179055
9584	PG	0.014588237217580548	0.0068086292178246915	0.007669	-0.0008603707821753081
9586	PG	0.014507903865962056	0.0009689856189804336	0.002693	-0.0017240143810195664
9587	PG	0.012714948573686878	0.0037571038372270654	0.004391	-0.0006338961627729346
9591	PG	0.013942576928951176	0.005574208481322046	0.00558	-5.791518677953668e-06
9595	PG	0.02060108425323967	0.002573761028342245	0.00396	-0.0013862389716577548
9596	PG	0.030151263839603523	0.006905374088194777	0.006157	0.0007483740881947766
9597	PG	0.01338745657873382	0.0003322749541792439	0.002438	-0.002105725045820756
9598	PG	0.06956093895206471	0.005955436579491317	0.004716	0.001239436579491317
9602	PG	0.0143932454173774	0.002617384881929472	0.003215	-0.0005976151180705279
9612	PG	0.017114899072017856	0.006102263327855522	0.005236	0.0008662633278555222
9619	PG	0.007784055076498548	0.0070161125477382815	0.004897	0.002119112547738281
9625	PG	0.015961004726605655	0.010104500146317244	0.008666	0.0014385001463172436
9629	PG	0.01652902104408168	0.013062006638076887	0.007314	0.005748006638076887
9632	PG	0.01192193066819654	0.0037737691583855275	0.003524	0.00024976915838552773
9634	PG	0.007383914894352693	3.0300147366962696e-05	0.004971	-0.004940699852633037
9640	PG	0.012162989004148644	0.005549454855376798	0.004721	0.0008284548553767973
9643	PG	0.009259798522968864	0.011185078480584372	0.004432	0.006753078480584372
9649	PG	0.014173414361475546	0.0008525647522130562	0.004467	-0.0036144352477869434
9657	PG	0.02110860250327819	0.00044952120568622693	0.003292	-0.002842478794313773
9659	PG	0.015907059378986996	0.0009551266059366305	0.00326	-0.0023048733940633694
9697	PG	0.011169181272799651	0.0005212198110575815	0.003385	-0.0028637801889424184
9698	PG	0.010700754153682789	0.0020219795719668776	0.005494	-0.003472020428033122
9699	PG	0.011326693280742903	0.0018095363666187471	0.006802	-0.004992463633381253
9713	PG	0.013487208008898776	0.0020039489317356233	0.006424	-0.004420051068264376
9716	PG	0.014358591845705076	0.0008928856116501478	0.002155	-0.001262114388349852
9719	PG	0.012023982656161043	0.00014609948720180677	0.003669	-0.003522900512798193
9723	PG	0.013327824646700136	0.001141446791729924	0.003329	-0.0021875532082700757
9726	PG	0.013266047113539845	0.0005990083646439477	0.004466	-0.0038669916353560527
9736	PG	0.013595430057030363	0.00010785242147489131	0.005851	-0.0057431475785251086
9737	PG	0.013452131837664914	0.004662665216435353	0.003827	0.0008356652164353529
9739	PG	0.01475327868775997	3.1205804119435857e-05	0.002692	-0.002660794195880564
9741	PG	0.016529465782567917	0.00021636343361524575	0.003168	-0.002951636566384754
9743	PG	0.011311137427406115	9.60522482274237e-07	0.004501	-0.004500039477517726
9748	PG	0.010866005890381716	2.220857885801244e-06	0.00356	-0.0035577791421141985
9749	PG	0.013409861799980076	0.0032652315759372917	0.008255	-0.004989768424062709
9761	PG	0.014784218965244688	0.0068263480977833555	0.004442	0.0023843480977833557
9766	PG	0.016332934972647026	0.004222106740236246	0.005803	-0.0015808932597637538
9769	PG	0.012663392526542822	0.021896858766903525	0.012331	0.009565858766903525
9774	PG	0.01252596882710283	0.004190264351588027	0.005892	-0.0017017356484119728
9775	PG	0.008832744889820318	6.814070256037111e-06	0.005132	-0.005125185929743963
9779	PG	0.01463090962305522	0.006927891608346183	0.005654	0.0012738916083461825
9781	PG	0.014672299534471373	0.002213169644139181	0.003868	-0.001654830355860819
9782	PG	0.01653265481345926	0.008556216210576239	0.006386	0.0021702162105762387
9784	PG	0.014025175275952264	0.015897417655672864	0.009067	0.006830417655672863
9803	PG	0.013149689449872421	0.006468276407135161	0.004221	0.002247276407135161
9804	PG	0.012890878177610447	0.002075587204858558	0.003324	-0.0012484127951414422
9813	PG	0.014081028560282894	0.0039073792735357105	0.005405	-0.0014976207264642896
9814	PG	0.015524197557197266	0.0020848021772772066	0.004763	-0.0026781978227227933
9820	PG	0.016814714043642997	0.0028059998468464757	0.003187	-0.0003810001531535244
9857	PG	0.013177698949946392	0.0014628360096771717	0.007527	-0.006064163990322828
9920	PG	0.02034403274112869	0.002987787983568846	0.002801	0.00018678798356884605
9921	PG	0.01691637169553317	0.0015136387314382373	0.002601	-0.0010873612685617627
9925	PG	0.010069364380003212	0.00025439498544946803	0.003573	-0.003318605014550532
9933	PG	0.0220661364997851	0.018491814466658617	0.01039	0.008101814466658617
9941	PG	0.008607524781900201	2.7104710909201303e-11	0.003135	-0.0031349999728952894
9944	PG	0.04209011679253493	0.0065466821366308384	0.009217	-0.002670317863369161
9965	PG	0.01348078112466926	0.005319976943005781	0.012591	-0.007271023056994219
9966	PG	0.010671806708006673	1.4709516211364523e-05	0.007116	-0.007101290483788636
9977	PG	0.003687854808188543	1.9143833662980874e-25	0.001952	-0.001952
9978	PG	0.018473945223721547	2.1367009658073997e-06	0.002246	-0.002243863299034193
9985	PG	0.007177464956084375	9.81516970882643e-14	0.011257	-0.011256999999901847
5772	cactus	0.015652204153679267	0.005106019989030134	0.005003	0.00010301998903013403
9947	cactus	0.06773088281339117	0.0014665164805576555	0.002684	-0.0012174835194423447
