source	source_key	chrom	class1	class2	bin_lo	bin_hi	bin_mid	n	median_r2	q25_r2	q75_r2	mean_r2
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	109647.8196143185	190546.07179632442	144543.97707459264	1001271	0.00913199968636036	0.002735000103712082	0.025661499239504337	0.02483227849006653
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	190546.07179632442	331131.1214825908	251188.6431509577	1753576	0.00724400021135807	0.0018990000244230032	0.019662000238895416	0.018591420724987984
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	331131.1214825908	575439.9373371566	436515.8322401656	3033313	0.006289000157266855	0.0015510000521317124	0.0167859997600317	0.015681419521570206
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	575439.9373371566	1000000.0	758577.5750291835	5291970	0.005781999789178371	0.0013859999598935246	0.015402000397443771	0.014279859140515327
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	47.86300923226383	83.17637711026708	63.095734448019314	866	0.6068120002746582	0.04835300054401159	0.9827002584934235	0.5355859398841858
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	83.17637711026708	144.5439770745928	109.64781961431851	1390	0.47398102283477783	0.044137999415397644	0.9658797383308411	0.5030789971351624
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	436.51583224016565	758.5775750291835	575.4399373371566	6267	0.1793700009584427	0.026107999496161938	0.8450700044631958	0.3792725205421448
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	251.18864315095797	436.51583224016565	331.13112148259097	3795	0.24548499286174774	0.03291599825024605	0.9200620055198669	0.4308950901031494
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	15.848931924611133	27.542287033381662	20.892961308540393	328	0.935307502746582	0.06932250037789345	1.0	0.6260489225387573
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	27.542287033381662	47.86300923226383	36.30780547701013	490	0.7518080472946167	0.06036025006324053	0.9821145087480545	0.5674065947532654
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	1.0	1.7378008287493754	1.318256738556407	34	0.9896429777145386	0.3750867545604706	1.0	0.7310627102851868
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	9.120108393559097	15.848931924611133	12.022644346174129	180	0.9214730262756348	0.06814400106668472	1.0	0.6100389957427979
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	5.248074602497725	9.120108393559097	6.918309709189365	114	0.8167535066604614	0.07732975110411644	1.0	0.5947490930557251
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	1.7378008287493754	3.019951720402016	2.2908676527677727	75	0.9448869824409485	0.08784500136971474	1.0	0.6353111863136292
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	1	SNP	SNP	3.019951720402016	5.248074602497725	3.9810717055349722	53	0.9595590233802795	0.07907000184059143	1.0	0.6313857436180115
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	27.542287033381662	47.86300923226383	36.30780547701013	2177	0.30757299065589905	0.02367600053548813	0.9639250040054321	0.46019357442855835
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	47.86300923226383	83.17637711026708	63.095734448019314	3531	0.19868400692939758	0.01933449972420931	0.9367989897727966	0.4169486165046692
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	83.17637711026708	144.5439770745928	109.64781961431851	5543	0.15438200533390045	0.018811000511050224	0.9088760018348694	0.3924388885498047
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	251.18864315095797	436.51583224016565	331.13112148259097	14990	0.11764000356197357	0.016925999894738197	0.8121449947357178	0.3539503514766693
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	436.51583224016565	758.5775750291835	575.4399373371566	24421	0.08093100041151047	0.015091000124812126	0.609375	0.3053082823753357
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	758.5775750291835	1318.2567385564075	1000.0	39428	0.06464849412441254	0.013931999914348125	0.4726469963788986	0.2695091962814331
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	1318.2567385564075	2290.8676527677726	1737.8008287493756	62796	0.0488245002925396	0.012304999865591526	0.3047870099544525	0.22022850811481476
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	2290.8676527677726	3981.071705534969	3019.9517204020144	103765	0.03777100145816803	0.010525999590754509	0.2139039933681488	0.17932403087615967
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	3981.071705534969	6918.309709189362	5248.0746024977225	167992	0.028049999848008156	0.00889899954199791	0.13134899735450745	0.13481393456459045
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	6918.309709189362	12022.644346174131	9120.108393559096	276867	0.022221999242901802	0.007705000229179859	0.0869550034403801	0.10005440562963486
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	12022.644346174131	20892.96130854041	15848.93192461114	464853	0.01862199977040291	0.006641999818384647	0.06394200026988983	0.07635767012834549
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	20892.96130854041	36307.8054770101	27542.28703338166	782674	0.01475599966943264	0.0054790000431239605	0.045993998646736145	0.057247452437877655
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	36307.8054770101	63095.7344480193	47863.0092322638	1297470	0.012703999876976013	0.0045449999161064625	0.03833499923348427	0.046251073479652405
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	63095.7344480193	109647.8196143185	83176.37711026709	2232591	0.010374000295996666	0.003616000059992075	0.030209999531507492	0.03678268566727638
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	109647.8196143185	190546.07179632442	144543.97707459264	3830698	0.008495000191032887	0.0026940000243484974	0.023756999522447586	0.02901836298406124
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	190546.07179632442	331131.1214825908	251188.6431509577	6614828	0.007215999998152256	0.0020149999763816595	0.019655000418424606	0.023632213473320007
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	331131.1214825908	575439.9373371566	436515.8322401656	11354628	0.006384000182151794	0.0016749999485909939	0.017092999070882797	0.020001880824565887
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	575439.9373371566	1000000.0	758577.5750291835	19332793	0.005781999789178371	0.0014449999434873462	0.015231999568641186	0.016701338812708855
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	9.120108393559097	15.848931924611133	12.022644346174129	744	0.3747040033340454	0.026633000001311302	0.9819312542676926	0.4800958037376404
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	15.848931924611133	27.542287033381662	20.892961308540393	1359	0.3431279957294464	0.02358150016516447	0.9744274914264679	0.467163622379303
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	3.019951720402016	5.248074602497725	3.9810717055349722	270	0.6171425580978394	0.03859200049191713	1.0	0.5418093204498291
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	144.5439770745928	251.18864315095797	190.54607179632472	9394	0.14923200011253357	0.01782199926674366	0.8744184970855713	0.3842014968395233
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	1.0	1.7378008287493754	1.318256738556407	167	0.9553620219230652	0.09437699988484383	1.0	0.6423894166946411
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	5.248074602497725	9.120108393559097	6.918309709189365	500	0.541532039642334	0.03175775054842234	1.0	0.5196534395217896
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	2	SNP	SNP	1.7378008287493754	3.019951720402016	2.2908676527677727	282	0.813134491443634	0.027763749472796917	1.0	0.5472531318664551
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	47.86300923226383	83.17637711026708	63.095734448019314	3385	0.29827600717544556	0.02738099917769432	0.958266019821167	0.4545295238494873
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	83.17637711026708	144.5439770745928	109.64781961431851	5298	0.20399349927902222	0.023351000156253576	0.9243119955062866	0.4180067777633667
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	144.5439770745928	251.18864315095797	190.54607179632472	8878	0.17058050632476807	0.022706749849021435	0.8669350147247314	0.3888569474220276
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	436.51583224016565	758.5775750291835	575.4399373371566	22973	0.09072600305080414	0.01749899983406067	0.5822029709815979	0.30069562792778015
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	758.5775750291835	1318.2567385564075	1000.0	37184	0.07004799693822861	0.01484300009906292	0.4345930144190788	0.2618688941001892
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	1318.2567385564075	2290.8676527677726	1737.8008287493756	60705	0.05073900148272514	0.012331999838352203	0.2683489918708801	0.21296869218349457
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	2290.8676527677726	3981.071705534969	3019.9517204020144	99307	0.035232000052928925	0.010447000153362751	0.16388949751853943	0.1604224443435669
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	3981.071705534969	6918.309709189362	5248.0746024977225	161155	0.02744399942457676	0.008754000067710876	0.11012999713420868	0.1192864254117012
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	6918.309709189362	12022.644346174131	9120.108393559096	267131	0.020454000681638718	0.006943999789655209	0.07029099762439728	0.08119194954633713
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	12022.644346174131	20892.96130854041	15848.93192461114	449242	0.016116999089717865	0.005541000049561262	0.05086499825119972	0.06059196963906288
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	20892.96130854041	36307.8054770101	27542.28703338166	766964	0.013244999572634697	0.004695000126957893	0.0395359992980957	0.04736946150660515
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	36307.8054770101	63095.7344480193	47863.0092322638	1293065	0.010854000225663185	0.003720999928191304	0.031683001667261124	0.03710644319653511
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	63095.7344480193	109647.8196143185	83176.37711026709	2223847	0.00889899954199791	0.0028540000785142183	0.025138000026345253	0.028624804690480232
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	109647.8196143185	190546.07179632442	144543.97707459264	3872311	0.00724400021135807	0.0020169999916106462	0.01976200006902218	0.02247600071132183
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	190546.07179632442	331131.1214825908	251188.6431509577	6585677	0.006014999933540821	0.0015040000434964895	0.01613599993288517	0.017576394602656364
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	331131.1214825908	575439.9373371566	436515.8322401656	11341871	0.005245999898761511	0.0012519999872893095	0.013875000178813934	0.014558963477611542
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	575439.9373371566	1000000.0	758577.5750291835	19320556	0.004801000002771616	0.001095999963581562	0.012581000104546547	0.013030926696956158
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	1.7378008287493754	3.019951720402016	2.2908676527677727	305	0.9004740118980408	0.0518140010535717	1.0	0.589698076248169
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	251.18864315095797	436.51583224016565	331.13112148259097	14244	0.1248520016670227	0.01914850017055869	0.8026710152626038	0.35544028878211975
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	15.848931924611133	27.542287033381662	20.892961308540393	1380	0.5316125154495239	0.029288749676197767	0.9823725074529648	0.5146449208259583
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	27.542287033381662	47.86300923226383	36.30780547701013	2092	0.44170600175857544	0.031818498857319355	0.9763147234916687	0.49405810236930847
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	9.120108393559097	15.848931924611133	12.022644346174129	701	0.5413389801979065	0.038541000336408615	1.0	0.5205201506614685
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	5.248074602497725	9.120108393559097	6.918309709189365	514	0.8687189817428589	0.04267524927854538	1.0	0.5688589215278625
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	1.0	1.7378008287493754	1.318256738556407	173	0.9812189936637878	0.14434699714183807	1.0	0.6842489838600159
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	3	SNP	SNP	3.019951720402016	5.248074602497725	3.9810717055349722	227	0.5018870234489441	0.022175000049173832	1.0	0.519982099533081
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	144.5439770745928	251.18864315095797	190.54607179632472	9881	0.15384599566459656	0.020445000380277634	0.8047800064086914	0.3691127896308899
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	251.18864315095797	436.51583224016565	331.13112148259097	15735	0.10414700210094452	0.017534000799059868	0.6667705178260803	0.3243047595024109
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	758.5775750291835	1318.2567385564075	1000.0	41728	0.06243550032377243	0.013256999664008617	0.383897989988327	0.24445727467536926
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	1318.2567385564075	2290.8676527677726	1737.8008287493756	67222	0.044490501284599304	0.011474999599158764	0.25236400961875916	0.20058020949363708
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	2290.8676527677726	3981.071705534969	3019.9517204020144	112156	0.03210149705410004	0.009209999814629555	0.15151500701904297	0.1506287008523941
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	3981.071705534969	6918.309709189362	5248.0746024977225	181269	0.02466600015759468	0.007705000229179859	0.094029001891613	0.10753682255744934
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	6918.309709189362	12022.644346174131	9120.108393559096	300704	0.019128000363707542	0.006314749945886433	0.06691300123929977	0.08063498884439468
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	12022.644346174131	20892.96130854041	15848.93192461114	499978	0.015091000124812126	0.005167999770492315	0.04805300012230873	0.056955382227897644
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	20892.96130854041	36307.8054770101	27542.28703338166	854228	0.01218700036406517	0.004244000185281038	0.03663799911737442	0.044081125408411026
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	36307.8054770101	63095.7344480193	47863.0092322638	1442002	0.01016900036484003	0.003507999936118722	0.02933800034224987	0.03434545174241066
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	63095.7344480193	109647.8196143185	83176.37711026709	2513042	0.008182999677956104	0.002489000093191862	0.023087000474333763	0.027237923815846443
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	109647.8196143185	190546.07179632442	144543.97707459264	4285496	0.006802999880164862	0.0018579999450594187	0.018719999119639397	0.02211259864270687
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	190546.07179632442	331131.1214825908	251188.6431509577	7319412	0.005807999987155199	0.0014680000022053719	0.015608999878168106	0.01790693588554859
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	331131.1214825908	575439.9373371566	436515.8322401656	12504332	0.005152999889105558	0.001221999991685152	0.013640999794006348	0.015263568609952927
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	575439.9373371566	1000000.0	758577.5750291835	20829988	0.004654000047594309	0.001053999993018806	0.01220100000500679	0.012960131280124187
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	436.51583224016565	758.5775750291835	575.4399373371566	25995	0.08414500206708908	0.015992000699043274	0.5459354817867279	0.2909316122531891
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	1.0	1.7378008287493754	1.318256738556407	219	0.9738450050354004	0.17627549916505814	1.0	0.6872825622558594
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	27.542287033381662	47.86300923226383	36.30780547701013	2248	0.36869800090789795	0.028049999848008156	0.9587035179138184	0.4764114320278168
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	47.86300923226383	83.17637711026708	63.095734448019314	3716	0.30818799138069153	0.02765024919062853	0.9377542287111282	0.44797998666763306
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	83.17637711026708	144.5439770745928	109.64781961431851	5766	0.17569500207901	0.024143249727785587	0.8782512694597244	0.39243248105049133
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	15.848931924611133	27.542287033381662	20.892961308540393	1433	0.4955329895019531	0.03362499922513962	0.9699220061302185	0.5019203424453735
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	9.120108393559097	15.848931924611133	12.022644346174129	802	0.5883389711380005	0.029301749542355537	1.0	0.5231626033782959
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	1.7378008287493754	3.019951720402016	2.2908676527677727	282	0.8915120363235474	0.09194399788975716	1.0	0.6065443158149719
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	5.248074602497725	9.120108393559097	6.918309709189365	551	0.5830879807472229	0.04301300086081028	1.0	0.51787269115448
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	4	SNP	SNP	3.019951720402016	5.248074602497725	3.9810717055349722	235	0.6949099898338318	0.039306001737713814	1.0	0.5558103919029236
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	251.18864315095797	436.51583224016565	331.13112148259097	16095	0.14757700264453888	0.02293200045824051	0.8358209729194641	0.372102826833725
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	436.51583224016565	758.5775750291835	575.4399373371566	25667	0.11577899754047394	0.02042599953711033	0.7162860035896301	0.3358607590198517
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	758.5775750291835	1318.2567385564075	1000.0	41792	0.08589150011539459	0.017697999253869057	0.5086849927902222	0.28591302037239075
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	1318.2567385564075	2290.8676527677726	1737.8008287493756	68475	0.06027200073003769	0.01408500038087368	0.33360999822616577	0.2334865927696228
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	2290.8676527677726	3981.071705534969	3019.9517204020144	111283	0.042534999549388885	0.011602000333368778	0.21367999911308289	0.1831279695034027
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	3981.071705534969	6918.309709189362	5248.0746024977225	184699	0.030517999082803726	0.00962899997830391	0.1271740049123764	0.13126970827579498
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	6918.309709189362	12022.644346174131	9120.108393559096	304082	0.02419400028884411	0.007726999931037426	0.08761999756097794	0.09740985929965973
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	12022.644346174131	20892.96130854041	15848.93192461114	500595	0.019047999754548073	0.006316999904811382	0.06205600127577782	0.07094579190015793
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	20892.96130854041	36307.8054770101	27542.28703338166	857347	0.015231999568641186	0.005156000144779682	0.04647599905729294	0.053153686225414276
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	36307.8054770101	63095.7344480193	47863.0092322638	1487536	0.012132000178098679	0.00406799977645278	0.03548099845647812	0.041009221225976944
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	63095.7344480193	109647.8196143185	83176.37711026709	2531592	0.00991399958729744	0.003097000066190958	0.028223000466823578	0.03067184053361416
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	109647.8196143185	190546.07179632442	144543.97707459264	4403741	0.007941000163555145	0.002251999918371439	0.0218299999833107	0.02305014804005623
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	190546.07179632442	331131.1214825908	251188.6431509577	7547855	0.00659500015899539	0.0016830000095069408	0.01791900023818016	0.01860782876610756
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	331131.1214825908	575439.9373371566	436515.8322401656	12859475	0.005781999789178371	0.0014140000566840172	0.015460999682545662	0.015710968524217606
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	575439.9373371566	1000000.0	758577.5750291835	21798024	0.005193999968469143	0.0012199999764561653	0.013753999955952168	0.013701708056032658
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	9.120108393559097	15.848931924611133	12.022644346174129	795	0.7056570053100586	0.041601499542593956	1.0	0.5508199334144592
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	15.848931924611133	27.542287033381662	20.892961308540393	1521	0.5402989983558655	0.04034800082445145	0.9819250106811523	0.5213181972503662
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	83.17637711026708	144.5439770745928	109.64781961431851	5901	0.2596150040626526	0.02900400012731552	0.9287030100822449	0.43280431628227234
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	144.5439770745928	251.18864315095797	190.54607179632472	9911	0.20069800317287445	0.027535999193787575	0.8856315016746521	0.40290337800979614
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	1.0	1.7378008287493754	1.318256738556407	176	0.9616974592208862	0.1082990001887083	1.0	0.6518605947494507
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	27.542287033381662	47.86300923226383	36.30780547701013	2306	0.47937849164009094	0.036917501129209995	0.9699220061302185	0.5007376074790955
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	47.86300923226383	83.17637711026708	63.095734448019314	3714	0.35768699645996094	0.02863924950361252	0.9595590233802795	0.47063082456588745
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	5.248074602497725	9.120108393559097	6.918309709189365	597	0.7921299934387207	0.055142998695373535	1.0	0.5727870464324951
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	3.019951720402016	5.248074602497725	3.9810717055349722	271	0.6733289957046509	0.05500200018286705	1.0	0.5478292107582092
GrENE-Net 231 (SNP-only catalog)	grenenet_snp	5	SNP	SNP	1.7378008287493754	3.019951720402016	2.2908676527677727	306	0.933399498462677	0.0772082507610321	1.0	0.6352531313896179
Production merged 231 (SNP anchors)	merged_snp	1	SNP	SNP	47.86300923226383	83.17637711026708	63.095734448019314	3805	0.7944679856300354	0.09267500042915344	1.0	0.5874205231666565
Production merged 231 (SNP anchors)	merged_snp	1	SNP	SNP	144.5439770745928	251.18864315095797	190.54607179632472	10261	0.4826680123806	0.05591699853539467	0.9784970283508301	0.5072519183158875
Production merged 231 (SNP anchors)	merged_snp	1	SNP	SNP	251.18864315095797	436.51583224016565	331.13112148259097	16151	0.33594098687171936	0.04557200148701668	0.9368810057640076	0.4586505591869354
Production merged 231 (SNP anchors)	merged_snp	1	SNP	SNP	436.51583224016565	758.5775750291835	575.4399373371566	26106	0.2460705041885376	0.03709600120782852	0.8657029867172241	0.41052356362342834
Production merged 231 (SNP anchors)	merged_snp	1	SNP	SNP	758.5775750291835	1318.2567385564075	1000.0	41094	0.15175800025463104	0.026166999712586403	0.7086777538061142	0.34462034702301025
Production merged 231 (SNP anchors)	merged_snp	1	SNP	small_indel	758.5775750291835	1318.2567385564075	1000.0	8225	0.21227599680423737	0.03615900129079819	0.8334710001945496	0.39296984672546387
Production merged 231 (SNP anchors)	merged_snp	1	SNP	SNP	1318.2567385564075	2290.8676527677726	1737.8008287493756	63868	0.09034550189971924	0.01925225043669343	0.46766799688339233	0.27294811606407166
Production merged 231 (SNP anchors)	merged_snp	1	SNP	small_indel	2290.8676527677726	3981.071705534969	3019.9517204020144	20237	0.06933499872684479	0.016300000250339508	0.31894999742507935	0.22627821564674377
Production merged 231 (SNP anchors)	merged_snp	1	SNP	SNP	2290.8676527677726	3981.071705534969	3019.9517204020144	100695	0.057732000946998596	0.014448500238358974	0.2700200080871582	0.2054043710231781
Production merged 231 (SNP anchors)	merged_snp	1	SNP	SNP	3981.071705534969	6918.309709189362	5248.0746024977225	155946	0.035581499338150024	0.01018999982625246	0.1389870047569275	0.1347113996744156
Production merged 231 (SNP anchors)	merged_snp	1	SNP	small_indel	3981.071705534969	6918.309709189362	5248.0746024977225	31107	0.038763001561164856	0.010738999582827091	0.1542240008711815	0.14405404031276703
Production merged 231 (SNP anchors)	merged_snp	1	SNP	SNP	6918.309709189362	12022.644346174131	9120.108393559096	262657	0.02356399968266487	0.007222000043839216	0.0854249969124794	0.08732207864522934
Production merged 231 (SNP anchors)	merged_snp	1	SNP	small_indel	6918.309709189362	12022.644346174131	9120.108393559096	52475	0.02535500004887581	0.007558499928563833	0.09225399792194366	0.0911831185221672
